flight_number,origin_station_code,destination_station_code,score,satisfaction_type,arrival_delay_minutes,cabin_name,fleet_type_description,seat_factor_band,loyalty_program_level,fleet_usage,haul_type
33,LAX,NRX,,Unknown,-25,Economy,B787-9,0 to 70,,Mainline,Long
33,LAX,NRX,3.0,Dissatisfied,-25,Economy,B787-9,0 to 70,,Mainline,Long
34,NRX,LAX,,Unknown,3,,B787-9,90+,premier 1k,Mainline,Long
34,NRX,LAX,5.0,Satisfied,3,,B787-9,90+,premier 1k,Mainline,Long
34,NRX,LAX,1.0,Dissatisfied,3,,B787-9,90+,premier 1k,Mainline,Long
924,LAX,LHX,4.0,Satisfied,-31,,B787-9,90+,,Mainline,Long
924,LAX,LHX,,Unknown,-31,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
936,LHX,LAX,,Unknown,1,Economy Plus,B787-9,90+,premier silver,Mainline,Long
924,LAX,LHX,1.0,Dissatisfied,-31,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
936,LHX,LAX,4.0,Satisfied,1,,B787-9,90+,non-elite,Mainline,Long
924,LAX,LHX,,Unknown,-31,Economy Plus,B787-9,90+,premier 1k,Mainline,Long
936,LHX,LAX,,Unknown,1,,B787-9,90+,non-elite,Mainline,Long
924,LAX,LHX,2.0,Dissatisfied,-31,,B787-9,90+,premier platinum,Mainline,Long
924,LAX,LHX,,Unknown,-31,,B787-9,90+,,Mainline,Long
936,LHX,LAX,5.0,Satisfied,1,Economy Plus,B787-9,90+,premier silver,Mainline,Long
924,LAX,LHX,3.0,Dissatisfied,-31,Economy Plus,B787-9,90+,premier 1k,Mainline,Long
924,LAX,LHX,,Unknown,-31,,B787-9,90+,premier platinum,Mainline,Long
969,SFX,AMX,4.0,Satisfied,-19,Economy,B787-9,90+,,Mainline,Long
970,AMX,SFX,5.0,Satisfied,45,Economy,B787-9,80+,non-elite,Mainline,Long
970,AMX,SFX,,Unknown,45,Economy,B787-9,80+,non-elite,Mainline,Long
970,AMX,SFX,1.0,Dissatisfied,45,,B787-9,80+,non-elite,Mainline,Long
970,AMX,SFX,,Unknown,45,,B787-9,80+,non-elite,Mainline,Long
991,SFX,CDX,1.0,Dissatisfied,16,Economy,B777-200,90+,non-elite,Mainline,Long
991,SFX,CDX,4.0,Satisfied,16,,B777-200,90+,premier gold,Mainline,Long
991,SFX,CDX,2.0,Dissatisfied,16,Economy Plus,B777-200,90+,premier gold,Mainline,Long
991,SFX,CDX,2.0,Dissatisfied,16,,B777-200,90+,premier silver,Mainline,Long
991,SFX,CDX,,Unknown,16,,B777-200,90+,premier gold,Mainline,Long
991,SFX,CDX,4.0,Satisfied,16,Economy,B777-200,90+,premier platinum,Mainline,Long
991,SFX,CDX,,Unknown,16,,B777-200,90+,premier silver,Mainline,Long
991,SFX,CDX,,Unknown,16,Economy,B777-200,90+,premier platinum,Mainline,Long
991,SFX,CDX,,Unknown,16,Economy,B777-200,90+,non-elite,Mainline,Long
86,TLX,EWX,1.0,Dissatisfied,22,,B787-10,90+,premier silver,Mainline,Long
92,TLX,EWX,2.0,Dissatisfied,-24,Economy Plus,B787-10,90+,non-elite,Mainline,Long
85,EWX,TLX,,Unknown,10,Economy,B787-10,90+,non-elite,Mainline,Long
86,TLX,EWX,1.0,Dissatisfied,22,Economy,B787-10,90+,non-elite,Mainline,Long
85,EWX,TLX,,Unknown,10,Economy,B787-10,90+,,Mainline,Long
85,EWX,TLX,2.0,Dissatisfied,10,Economy,B787-10,90+,,Mainline,Long
86,TLX,EWX,2.0,Dissatisfied,22,Economy,B787-10,90+,non-elite,Mainline,Long
85,EWX,TLX,4.0,Satisfied,10,Economy,B787-10,90+,non-elite,Mainline,Long
92,TLX,EWX,,Unknown,-24,Economy Plus,B787-10,90+,non-elite,Mainline,Long
86,TLX,EWX,,Unknown,22,,B787-10,90+,premier silver,Mainline,Long
86,TLX,EWX,,Unknown,22,Economy,B787-10,90+,non-elite,Mainline,Long
60,FRX,SFX,4.0,Satisfied,24,Economy,B777-300,90+,,Mainline,Long
60,FRX,SFX,,Unknown,24,Economy,B777-300,90+,,Mainline,Long
60,FRX,SFX,,Unknown,24,Economy,B777-300,90+,,Mainline,Long
927,SFX,FRX,5.0,Satisfied,-22,Economy,B777-300,90+,non-elite,Mainline,Long
60,FRX,SFX,4.0,Satisfied,24,Economy,B777-300,90+,non-elite,Mainline,Long
927,SFX,FRX,2.0,Dissatisfied,-22,Economy,B777-300,90+,,Mainline,Long
927,SFX,FRX,,Unknown,-22,Economy,B777-300,90+,,Mainline,Long
60,FRX,SFX,2.0,Dissatisfied,24,Economy,B777-300,90+,,Mainline,Long
60,FRX,SFX,,Unknown,24,Economy,B777-300,90+,non-elite,Mainline,Long
46,ZRX,SFX,4.0,Satisfied,40,Economy Plus,B777-200,90+,,Mainline,Long
45,SFX,ZRX,3.0,Dissatisfied,13,,B777-200,90+,premier 1k,Mainline,Long
45,SFX,ZRX,3.0,Dissatisfied,13,Economy,B777-200,90+,,Mainline,Long
46,ZRX,SFX,,Unknown,40,,B777-200,90+,premier 1k,Mainline,Long
46,ZRX,SFX,2.0,Dissatisfied,40,,B777-200,90+,premier 1k,Mainline,Long
196,MUX,SFX,2.0,Dissatisfied,1,,B777-300,80+,premier silver,Mainline,Long
196,MUX,SFX,3.0,Dissatisfied,1,,B777-300,80+,global services,Mainline,Long
196,MUX,SFX,,Unknown,1,,B777-300,80+,global services,Mainline,Long
196,MUX,SFX,1.0,Dissatisfied,1,,B777-300,80+,premier platinum,Mainline,Long
196,MUX,SFX,,Unknown,1,,B777-300,80+,premier platinum,Mainline,Long
196,MUX,SFX,,Unknown,1,,B777-300,80+,premier silver,Mainline,Long
74,TLX,IAX,3.0,Dissatisfied,-6,Economy,B787-8,90+,premier silver,Mainline,Long
74,TLX,IAX,1.0,Dissatisfied,-6,Economy,B787-8,90+,non-elite,Mainline,Long
73,IAX,TLX,,Unknown,1,Economy,B787-8,90+,premier silver,Mainline,Long
74,TLX,IAX,2.0,Dissatisfied,-6,Economy,B787-8,90+,non-elite,Mainline,Long
74,TLX,IAX,,Unknown,-6,Economy,B787-8,90+,premier silver,Mainline,Long
73,IAX,TLX,,Unknown,1,Economy,B787-8,90+,non-elite,Mainline,Long
74,TLX,IAX,,Unknown,-6,,B787-8,90+,non-elite,Mainline,Long
74,TLX,IAX,2.0,Dissatisfied,-6,Economy,B787-8,90+,non-elite,Mainline,Long
74,TLX,IAX,,Unknown,-6,Economy,B787-8,90+,non-elite,Mainline,Long
74,TLX,IAX,4.0,Satisfied,-6,Economy,B787-8,90+,non-elite,Mainline,Long
73,IAX,TLX,4.0,Satisfied,1,Economy,B787-8,90+,premier silver,Mainline,Long
73,IAX,TLX,2.0,Dissatisfied,1,Economy,B787-8,90+,non-elite,Mainline,Long
74,TLX,IAX,3.0,Dissatisfied,-6,,B787-8,90+,non-elite,Mainline,Long
883,HNX,ORX,,Unknown,1,Economy,B787-9,80+,non-elite,Mainline,Long
882,ORX,HNX,,Unknown,-11,Economy,B787-9,0 to 70,,Mainline,Long
883,HNX,ORX,1.0,Dissatisfied,1,Economy,B787-9,80+,non-elite,Mainline,Long
882,ORX,HNX,1.0,Dissatisfied,-11,Economy,B787-9,0 to 70,,Mainline,Long
872,SFX,TPX,,Unknown,37,Economy,B777-300,70+,non-elite,Mainline,Long
872,SFX,TPX,3.0,Dissatisfied,37,,B777-300,70+,premier gold,Mainline,Long
872,SFX,TPX,1.0,Dissatisfied,37,Economy,B777-300,70+,non-elite,Mainline,Long
872,SFX,TPX,1.0,Dissatisfied,37,Economy,B777-300,70+,non-elite,Mainline,Long
7,NRX,IAX,,Unknown,-10,,B777-200,90+,non-elite,Mainline,Long
7,NRX,IAX,3.0,Dissatisfied,-10,,B777-200,90+,non-elite,Mainline,Long
79,NRX,EWX,1.0,Dissatisfied,-15,,B777-200,80+,premier 1k,Mainline,Long
79,NRX,EWX,4.0,Satisfied,-15,,B777-200,80+,non-elite,Mainline,Long
79,NRX,EWX,,Unknown,-15,,B777-200,80+,premier 1k,Mainline,Long
79,NRX,EWX,,Unknown,-15,,B777-200,80+,non-elite,Mainline,Long
84,DEX,EWX,2.0,Dissatisfied,-24,,B787-9,90+,premier 1k,Mainline,Long
83,EWX,DEX,1.0,Dissatisfied,-41,Economy Plus,B787-9,90+,non-elite,Mainline,Long
83,EWX,DEX,1.0,Dissatisfied,-41,Economy,B787-9,90+,non-elite,Mainline,Long
84,DEX,EWX,,Unknown,-24,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
84,DEX,EWX,,Unknown,-24,,B787-9,90+,premier 1k,Mainline,Long
83,EWX,DEX,,Unknown,-41,Economy,B787-9,90+,non-elite,Mainline,Long
83,EWX,DEX,3.0,Dissatisfied,-41,Economy,B787-9,90+,non-elite,Mainline,Long
83,EWX,DEX,,Unknown,-41,Economy,B787-9,90+,non-elite,Mainline,Long
84,DEX,EWX,3.0,Dissatisfied,-24,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
871,SYX,SFX,,Unknown,-16,Economy,B777-300,90+,,Mainline,Long
864,SFX,SYX,3.0,Dissatisfied,-20,Economy,B777-300,80+,non-elite,Mainline,Long
871,SYX,SFX,4.0,Satisfied,-16,Economy,B777-300,90+,premier 1k,Mainline,Long
871,SYX,SFX,4.0,Satisfied,-16,Economy,B777-300,90+,,Mainline,Long
864,SFX,SYX,,Unknown,-20,,B777-300,80+,premier silver,Mainline,Long
871,SYX,SFX,2.0,Dissatisfied,-16,,B777-300,90+,premier 1k,Mainline,Long
871,SYX,SFX,,Unknown,-16,,B777-300,90+,premier 1k,Mainline,Long
864,SFX,SYX,3.0,Dissatisfied,-20,,B777-300,80+,premier silver,Mainline,Long
871,SYX,SFX,,Unknown,-16,Economy,B777-300,90+,premier 1k,Mainline,Long
955,SFX,TLX,3.0,Dissatisfied,-30,,B777-200,90+,premier 1k,Mainline,Long
955,SFX,TLX,,Unknown,-30,,B777-200,90+,premier 1k,Mainline,Long
955,SFX,TLX,5.0,Satisfied,-30,Economy,B777-200,90+,,Mainline,Long
713,ORX,DEX,2.0,Dissatisfied,-2,,B787-9,90+,global services,Mainline,Long
714,DEX,ORX,,Unknown,-15,Economy,B787-9,70+,,Mainline,Long
713,ORX,DEX,4.0,Satisfied,-2,,B787-9,90+,premier platinum,Mainline,Long
713,ORX,DEX,,Unknown,-2,,B787-9,90+,premier platinum,Mainline,Long
713,ORX,DEX,,Unknown,-2,Economy Plus,B787-9,90+,premier 1k,Mainline,Long
713,ORX,DEX,2.0,Dissatisfied,-2,Economy Plus,B787-9,90+,premier 1k,Mainline,Long
713,ORX,DEX,,Unknown,-2,,B787-9,90+,global services,Mainline,Long
714,DEX,ORX,1.0,Dissatisfied,-15,Economy,B787-9,70+,,Mainline,Long
843,SYX,LAX,2.0,Dissatisfied,-30,,B787-9,90+,premier platinum,Mainline,Long
843,SYX,LAX,,Unknown,-30,,B787-9,90+,premier platinum,Mainline,Long
189,EWX,JNX,4.0,Satisfied,-15,Economy,B787-9,80+,,Mainline,Long
188,JNX,EWX,1.0,Dissatisfied,-6,Economy Plus,B787-9,80+,,Mainline,Long
188,JNX,EWX,1.0,Dissatisfied,-6,,B787-9,80+,non-elite,Mainline,Long
189,EWX,JNX,5.0,Satisfied,-15,Economy,B787-9,80+,,Mainline,Long
189,EWX,JNX,4.0,Satisfied,-15,,B787-9,80+,premier 1k,Mainline,Long
189,EWX,JNX,,Unknown,-15,Economy,B787-9,80+,,Mainline,Long
189,EWX,JNX,,Unknown,-15,,B787-9,80+,premier 1k,Mainline,Long
188,JNX,EWX,2.0,Dissatisfied,-6,Economy Plus,B787-9,80+,non-elite,Mainline,Long
188,JNX,EWX,,Unknown,-6,Economy Plus,B787-9,80+,,Mainline,Long
188,JNX,EWX,,Unknown,-6,Economy Plus,B787-9,80+,non-elite,Mainline,Long
2,SFX,SIX,,Unknown,-23,,B787-9,90+,premier platinum,Mainline,Long
3,SIX,SFX,5.0,Satisfied,-6,Economy,B787-9,90+,premier silver,Mainline,Long
2,SFX,SIX,,Unknown,-23,Economy,B787-9,90+,,Mainline,Long
2,SFX,SIX,3.0,Dissatisfied,-23,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
2,SFX,SIX,,Unknown,-23,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
2,SFX,SIX,2.0,Dissatisfied,-23,,B787-9,90+,premier platinum,Mainline,Long
2,SFX,SIX,2.0,Dissatisfied,-23,Economy,B787-9,90+,non-elite,Mainline,Long
2,SFX,SIX,2.0,Dissatisfied,-23,Economy,B787-9,90+,,Mainline,Long
2,SFX,SIX,,Unknown,-23,Economy,B787-9,90+,non-elite,Mainline,Long
1901,COX,DEX,5.0,Satisfied,25,,B737-900,80+,premier gold,Mainline,Short
1594,DEX,COX,1.0,Dissatisfied,86,,A320-200,70+,premier 1k,Mainline,Short
5243,COX,DEX,3.0,Dissatisfied,12,Economy,ERJ-175,70+,non-elite,Express,Short
671,DEX,COX,3.0,Dissatisfied,5,Economy Plus,B737-900,70+,,Mainline,Short
5417,SBX,ORX,4.0,Satisfied,-24,Economy,CRJ-200,90+,premier platinum,Express,Short
3852,ORX,SBX,3.0,Dissatisfied,2,Economy,CRJ-200,90+,,Express,Short
5752,SFX,SMX,1.0,Dissatisfied,20,Economy,CRJ-200,80+,non-elite,Express,Short
5044,DEX,CYX,1.0,Dissatisfied,-10,Economy,CRJ-200,0 to 70,,Express,Short
5047,DEX,PUX,4.0,Satisfied,-5,Economy,CRJ-200,0 to 70,premier silver,Express,Short
3566,MSX,ORX,1.0,Dissatisfied,-19,Economy,ERJ-170,80+,non-elite,Express,Short
175,GUX,SPX,3.0,Dissatisfied,-11,Economy,B737-800,0 to 70,non-elite,Mainline,Short
5337,ORX,GRX,3.0,Dissatisfied,-15,,ERJ-175,90+,premier platinum,Express,Short
2197,AUX,IAX,5.0,Satisfied,2,Economy,B737-800,0 to 70,,Mainline,Short
1499,IAX,AUX,5.0,Satisfied,-5,Economy,B737-900,70+,premier silver,Mainline,Short
6172,AUX,IAX,2.0,Dissatisfied,-13,Economy Plus,ERJ-175,70+,non-elite,Express,Short
5827,DEX,HDX,2.0,Dissatisfied,-15,,ERJ-175,0 to 70,non-elite,Express,Short
3555,ORX,IAX,2.0,Dissatisfied,-7,Economy,ERJ-170,70+,,Express,Short
3853,ORX,IAX,3.0,Dissatisfied,153,Economy,CRJ-200,70+,non-elite,Express,Short
5676,ORX,INX,2.0,Dissatisfied,-5,Economy,CRJ-700,90+,non-elite,Express,Short
5883,SBX,SFX,1.0,Dissatisfied,-16,,ERJ-175,90+,premier gold,Express,Short
2461,SAX,IAX,3.0,Dissatisfied,-14,Economy,B737-700,90+,,Mainline,Short
2608,IAX,SAX,3.0,Dissatisfied,-19,Economy,A320-200,70+,non-elite,Mainline,Short
2176,IAX,SAX,5.0,Satisfied,-14,Economy,B737-800,80+,non-elite,Mainline,Short
4790,IAX,SAX,1.0,Dissatisfied,-17,Economy,ERJ-175,80+,non-elite,Express,Short
5708,SFX,RNX,1.0,Dissatisfied,-12,Economy,ERJ-175,90+,,Express,Short
4714,DEX,MTX,3.0,Dissatisfied,-11,Economy,ERJ-175,90+,,Express,Short
4432,EWX,DCX,2.0,Dissatisfied,-13,Economy Plus,CRJ-550,90+,non-elite,Express,Short
3608,BOX,EWX,1.0,Dissatisfied,-16,Economy Plus,ERJ-170,90+,non-elite,Express,Short
2395,BOX,EWX,5.0,Satisfied,-18,,B737-800,90+,premier gold,Mainline,Short
4242,IAX,LFX,1.0,Dissatisfied,5,Economy,ERJ-145,70+,,Express,Short
2242,GJX,DEX,5.0,Satisfied,-5,,A319-100,90+,premier platinum,Mainline,Short
4410,ACX,EWX,2.0,Dissatisfied,15,Economy Plus,CRJ-550,90+,premier silver,Express,Short
3820,ORX,MBX,1.0,Dissatisfied,-8,Economy,CRJ-200,90+,,Express,Short
2299,ORX,TVX,3.0,Dissatisfied,-6,Economy,A320-200,0 to 70,non-elite,Mainline,Short
2107,DFX,IAX,5.0,Satisfied,-9,,B737-900,0 to 70,premier gold,Mainline,Short
2299,ORX,TVX,3.0,Dissatisfied,-6,Economy,A320-200,0 to 70,non-elite,Mainline,Short
2671,DFX,IAX,4.0,Satisfied,-30,Economy Plus,B737-800,80+,,Mainline,Short
6110,RDX,IAX,3.0,Dissatisfied,-22,Economy,ERJ-175,90+,non-elite,Express,Short
2314,IAX,DFX,5.0,Satisfied,-12,,B737-800,80+,non-elite,Mainline,Short
2314,IAX,DFX,2.0,Dissatisfied,-12,,B737-800,80+,premier 1k,Mainline,Short
6030,LGX,IAX,5.0,Satisfied,-6,Economy,ERJ-175,90+,,Express,Short
4673,DEX,CPX,1.0,Dissatisfied,60,Economy,CRJ-200,0 to 70,premier platinum,Express,Short
4238,DEX,CPX,2.0,Dissatisfied,-12,Economy,ERJ-145,70+,non-elite,Express,Short
4673,DEX,CPX,3.0,Dissatisfied,60,Economy,CRJ-200,0 to 70,non-elite,Express,Short
4673,DEX,CPX,2.0,Dissatisfied,60,Economy,CRJ-200,0 to 70,,Express,Short
5274,DTX,ORX,1.0,Dissatisfied,-21,Economy,ERJ-175,90+,non-elite,Express,Short
3514,ORX,DTX,3.0,Dissatisfied,-23,Economy,ERJ-170,80+,non-elite,Express,Short
5481,LAX,LAX,1.0,Dissatisfied,-19,,ERJ-175,80+,premier 1k,Express,Short
5401,DRX,DEX,1.0,Dissatisfied,8,Economy,ERJ-175,80+,,Express,Short
4481,ORX,STX,1.0,Dissatisfied,-18,Economy,CRJ-550,80+,,Express,Short
1300,SBX,SFX,1.0,Dissatisfied,69,,A320-200,0 to 70,premier platinum,Mainline,Short
5366,ORX,CVX,1.0,Dissatisfied,2,,CRJ-700,90+,premier 1k,Express,Short
4593,EWX,RIX,1.0,Dissatisfied,-11,Economy,CRJ-550,90+,,Express,Short
3515,PWX,EWX,3.0,Dissatisfied,-39,Economy,ERJ-175,80+,,Express,Short
1519,EWX,ORX,3.0,Dissatisfied,-12,Economy,B737-800,0 to 70,,Mainline,Short
4257,IAX,ROX,2.0,Dissatisfied,21,Economy,ERJ-145,90+,,Express,Short
2414,ORX,DSX,1.0,Dissatisfied,-6,,A320-200,80+,premier platinum,Mainline,Short
1495,RAX,DEX,3.0,Dissatisfied,13,Economy Plus,A319-100,90+,non-elite,Mainline,Short
1151,DEX,RAX,5.0,Satisfied,-8,Economy,A320-200,90+,non-elite,Mainline,Short
733,RAX,DEX,2.0,Dissatisfied,-1,Economy Plus,A320-200,80+,non-elite,Mainline,Short
1871,IAX,MSX,5.0,Satisfied,-13,,B737-900,70+,non-elite,Mainline,Short
1994,IAX,MSX,2.0,Dissatisfied,-18,,A320-200,80+,non-elite,Mainline,Short
6098,IAX,MSX,2.0,Dissatisfied,-13,Economy Plus,ERJ-175,90+,,Express,Short
1586,MSX,IAX,2.0,Dissatisfied,-13,Economy,A319-100,70+,,Mainline,Short
4908,IAX,BRX,5.0,Satisfied,-9,Economy,ERJ-145,70+,non-elite,Express,Short
1045,MFX,IAX,5.0,Satisfied,-18,Economy,B737-900,80+,non-elite,Mainline,Short
3624,PIX,EWX,5.0,Satisfied,-20,Economy,ERJ-175,90+,premier silver,Express,Short
3495,PIX,EWX,5.0,Satisfied,-15,Economy,ERJ-170,90+,,Express,Short
3673,EWX,PIX,3.0,Dissatisfied,-13,Economy,ERJ-175,90+,,Express,Short
6272,IAX,BDX,3.0,Dissatisfied,-3,Economy,ERJ-175,90+,non-elite,Express,Short
5327,BUX,SFX,1.0,Dissatisfied,-15,Economy,CRJ-200,90+,non-elite,Express,Short
4796,BUX,SFX,4.0,Satisfied,-15,Economy,ERJ-175,80+,non-elite,Express,Short
3625,EWX,YOX,4.0,Satisfied,-8,Economy,ERJ-170,90+,non-elite,Express,Short
354,MFX,SFX,1.0,Dissatisfied,-7,Economy,B737-800,0 to 70,non-elite,Mainline,Short
354,MFX,SFX,1.0,Dissatisfied,-7,Economy,B737-800,0 to 70,non-elite,Mainline,Short
3712,ORX,MSX,2.0,Dissatisfied,-11,,ERJ-170,90+,non-elite,Express,Short
2167,SFX,LAX,3.0,Dissatisfied,-28,Economy,B737-800,90+,non-elite,Mainline,Short
1251,LAX,SFX,4.0,Satisfied,19,Economy Plus,B757-200,90+,premier gold,Mainline,Short
2436,SFX,LAX,2.0,Dissatisfied,-2,,B737-900,90+,premier gold,Mainline,Short
3738,CAX,ORX,2.0,Dissatisfied,-15,Economy,CRJ-200,90+,non-elite,Express,Short
3472,YYX,IAX,2.0,Dissatisfied,-7,Economy Plus,ERJ-170,0 to 70,premier 1k,Express,Short
3675,IAX,YYX,3.0,Dissatisfied,75,Economy,ERJ-175,70+,,Express,Short
3836,YYX,IAX,5.0,Satisfied,39,Economy,CRJ-200,0 to 70,,Express,Short
3886,IAX,YYX,2.0,Dissatisfied,9,Economy,CRJ-200,0 to 70,,Express,Short
4972,JAX,IAX,5.0,Satisfied,-3,Economy,ERJ-145,90+,,Express,Short
4815,IAX,JAX,2.0,Dissatisfied,-11,Economy,ERJ-145,90+,premier 1k,Express,Short
3781,DAX,IAX,5.0,Satisfied,-10,Economy,CRJ-200,0 to 70,non-elite,Express,Short
2025,LAX,PHX,1.0,Dissatisfied,-17,Economy,A320-200,70+,non-elite,Mainline,Short
5474,SNX,SFX,1.0,Dissatisfied,-21,Economy,CRJ-700,90+,premier silver,Express,Short
6100,MYX,IAX,1.0,Dissatisfied,7,Economy,ERJ-175,90+,non-elite,Express,Short
2205,SFX,SNX,2.0,Dissatisfied,-15,Economy Plus,B737-800,90+,premier platinum,Mainline,Short
4976,IAX,LIX,5.0,Satisfied,-13,Economy,ERJ-145,90+,premier silver,Express,Short
4880,GPX,IAX,5.0,Satisfied,-18,Economy,ERJ-145,90+,non-elite,Express,Short
6363,DTX,IAX,2.0,Dissatisfied,-16,,ERJ-175,90+,premier platinum,Express,Short
6035,CVX,IAX,2.0,Dissatisfied,-7,Economy,ERJ-175,80+,non-elite,Express,Short
5697,LAX,RNX,5.0,Satisfied,-5,Economy,ERJ-175,90+,,Express,Short
5664,SLX,DEX,1.0,Dissatisfied,-2,Economy Plus,ERJ-175,90+,non-elite,Express,Short
4286,DEX,COX,2.0,Dissatisfied,-10,Economy,ERJ-145,80+,premier platinum,Express,Short
5218,IAX,OKX,1.0,Dissatisfied,108,Economy,ERJ-175,0 to 70,non-elite,Express,Short
3785,DLX,ORX,1.0,Dissatisfied,313,Economy,CRJ-200,90+,,Express,Short
3916,DLX,ORX,1.0,Dissatisfied,115,Economy,CRJ-200,90+,non-elite,Express,Short
3736,ERX,ORX,5.0,Satisfied,-24,Economy,CRJ-200,80+,non-elite,Express,Short
5621,MCX,ORX,2.0,Dissatisfied,-2,Economy,ERJ-175,90+,non-elite,Express,Short
2062,MCX,ORX,5.0,Satisfied,-15,Economy,A320-200,0 to 70,non-elite,Mainline,Short
3445,EWX,CLX,3.0,Dissatisfied,-28,Economy,ERJ-175,90+,non-elite,Express,Short
361,EWX,CLX,4.0,Satisfied,-9,Economy,B737-700,90+,,Mainline,Short
4795,JAX,DEX,1.0,Dissatisfied,-5,Economy Plus,ERJ-175,90+,non-elite,Express,Short
2108,ORX,PIX,1.0,Dissatisfied,-10,Economy Plus,B737-900,90+,premier silver,Mainline,Short
1471,BOX,IAX,2.0,Dissatisfied,12,,B737-MAX9,90+,premier 1k,Mainline,Short
1471,BOX,IAX,3.0,Dissatisfied,12,Economy,B737-MAX9,90+,,Mainline,Short
1464,IAX,BOX,2.0,Dissatisfied,-3,Economy Plus,B737-700,90+,premier silver,Mainline,Short
2061,IAX,BOX,1.0,Dissatisfied,-16,Economy,B737-900,90+,,Mainline,Short
642,IAX,BOX,2.0,Dissatisfied,-19,,B737-MAX9,90+,premier 1k,Mainline,Short
1926,SFX,LAX,,Unknown,-1,,B737-800,90+,non-elite,Mainline,Short
2263,LAX,SFX,3.0,Dissatisfied,-1,Economy,B737-900,90+,non-elite,Mainline,Short
1926,SFX,LAX,5.0,Satisfied,-1,,B737-800,90+,non-elite,Mainline,Short
1218,SFX,LAX,5.0,Satisfied,-6,,B737-800,90+,non-elite,Mainline,Short
755,EWX,RDX,4.0,Satisfied,-10,Economy,B737-MAX8,90+,non-elite,Mainline,Short
491,OMX,ORX,3.0,Dissatisfied,72,,B737-900,80+,premier 1k,Mainline,Short
1154,RDX,EWX,5.0,Satisfied,15,Economy Plus,A319-100,90+,,Mainline,Short
755,EWX,RDX,2.0,Dissatisfied,-10,,B737-MAX8,90+,premier silver,Mainline,Short
1820,EWX,RDX,3.0,Dissatisfied,-18,Economy Plus,A319-100,90+,,Mainline,Short
1010,DEX,ICX,4.0,Satisfied,0,Economy,A320-200,70+,,Mainline,Short
4370,TYX,IAX,5.0,Satisfied,-13,Economy,ERJ-145,90+,,Express,Short
4676,SFX,PSX,2.0,Dissatisfied,-13,Economy,CRJ-200,80+,non-elite,Express,Short
5510,PSX,SFX,4.0,Satisfied,-13,Economy,CRJ-200,80+,,Express,Short
5219,IAX,TUX,1.0,Dissatisfied,-19,Economy,CRJ-200,90+,premier gold,Express,Short
646,IAX,MAX,3.0,Dissatisfied,-22,Economy Plus,B737-900,0 to 70,,Mainline,Short
5072,SUX,ORX,5.0,Satisfied,17,Economy,CRJ-200,90+,non-elite,Express,Short
4239,IAX,XNX,1.0,Dissatisfied,-14,Economy Plus,ERJ-145,70+,premier platinum,Express,Short
1011,CHX,IAX,1.0,Dissatisfied,51,Economy Plus,A320-200,0 to 70,non-elite,Mainline,Short
6011,IAX,BTX,1.0,Dissatisfied,-4,,ERJ-175,70+,non-elite,Express,Short
3641,EWX,YQX,5.0,Satisfied,-21,Economy,ERJ-175,0 to 70,,Express,Short
752,SFX,SAX,3.0,Dissatisfied,-12,,A320-200,90+,non-elite,Mainline,Short
752,SFX,SAX,2.0,Dissatisfied,-12,,A320-200,90+,premier gold,Mainline,Short
2118,SAX,SFX,2.0,Dissatisfied,-6,Economy,A319-100,80+,,Mainline,Short
3773,IAX,YOX,3.0,Dissatisfied,17,Economy,CRJ-200,90+,,Express,Short
3773,IAX,YOX,4.0,Satisfied,17,Economy,CRJ-200,90+,,Express,Short
3935,SDX,IAX,2.0,Dissatisfied,116,Economy,CRJ-200,80+,non-elite,Express,Short
3583,SDX,IAX,5.0,Satisfied,-10,Economy,ERJ-175,90+,non-elite,Express,Short
1484,SFX,EUX,1.0,Dissatisfied,-13,,A319-100,90+,,Mainline,Short
395,DEX,BIX,1.0,Dissatisfied,-24,Economy,B737-800,0 to 70,,Mainline,Short
5930,IDX,DEX,5.0,Satisfied,-7,Economy,ERJ-175,90+,,Express,Short
5918,IDX,DEX,3.0,Dissatisfied,-6,Economy,ERJ-175,0 to 70,,Express,Short
5323,DEX,IDX,4.0,Satisfied,-8,Economy,ERJ-175,70+,,Express,Short
4251,DEX,IDX,5.0,Satisfied,53,Economy,ERJ-145,80+,non-elite,Express,Short
3546,EWX,CMX,5.0,Satisfied,-42,Economy,ERJ-170,90+,non-elite,Express,Short
3498,EWX,CMX,4.0,Satisfied,-16,Economy,ERJ-175,90+,non-elite,Express,Short
5441,ORX,LNX,3.0,Dissatisfied,7,,ERJ-175,0 to 70,premier platinum,Express,Short
5283,LNX,ORX,2.0,Dissatisfied,-10,Economy,ERJ-175,0 to 70,non-elite,Express,Short
4744,LNX,ORX,2.0,Dissatisfied,-5,Economy Plus,ERJ-175,80+,,Express,Short
4749,ORX,LNX,5.0,Satisfied,9,Economy Plus,ERJ-175,80+,,Express,Short
5089,SUX,DEX,4.0,Satisfied,-12,Economy,CRJ-200,0 to 70,,Express,Short
5622,OMX,DEX,4.0,Satisfied,-4,,ERJ-175,90+,non-elite,Express,Short
