flight_number,origin_station_code,destination_station_code,scheduled_departure_date,verbatim_text,sentiments
2154,DEX,SNX,2022-09-09,Having vegetarian/vegan options is a huge step up and MUCH APPRECIATED!!.,Neutral
759,RAX,ORX,2022-09-10,See initial response. The idea of first class should not be waiting until you get in the air and level and then offered something. No water or anything. The attendant made me feel like he was a retired professor and I was getting yelled at. He came up to my chair at one point and pressed the button to recline me with zero notice. Very rude.,Neutral
5818,DEX,GJX,2022-09-10,Not on this flight.,Neutral
1702,EWX,IAX,2022-09-10,It was a quick flight so there was no food or beverage service.,Neutral
515,LAX,JFX,2022-09-10,Food options were limited. Food quality was average.,Neutral
4564,ORX,RIX,2022-09-09,A snack would have been nice: pretzels or chips or nuts.,Neutral
1667,SFX,EWX,2022-09-10,"During the flights back home, multiple United planes were out of hot food.",Neutral
585,PHX,EWX,2022-09-10,couple of things: it should not be up to me to remember my pre-selection;. there was no choice as choice was for frequent flyers.,Neutral
585,PHX,EWX,2022-09-10,"If a customer likes a seltzer plus cranberry, I think both cans should be given. I make my own spritz and want/need the 24oz of fluid. Especially because the second round of drinks was just the cup worth. It is a long flight.",Neutral
1533,EWX,MIX,2022-09-09,Have not got it.,Neutral
2441,ORX,AUX,2022-09-10,It was great to be able to choose. enjoy!.,Neutral
1008,SFX,PHX,2022-09-10,no free snacks like a bag of pretzels or peanuts?.,Neutral
6015,PIX,IAX,2022-09-10,A snack would be nice.,Neutral
4404,SAX,ORX,2022-09-10,"Same old same old--United needs to up their game with what is offered for lunch/dinner in the first class cabin. Same choices for so long now, and not very good. Again, better experience with American.",Neutral
4404,SAX,ORX,2022-09-10,"I ordered coffee, which was really good.",Neutral
424,YYX,DEX,2022-09-10,Just the fact the pilot was the best I have ever had.,Neutral
2663,ORX,DEX,2022-09-09,Change the snack box every 6months as it gets old for road warriors. 1K members should get more than 1 complimentary adult beverages.,Neutral
2075,IAX,DEX,2022-09-11,No.,Neutral
5848,IAX,MKX,2022-09-10,Cheese tray or chicken bowl.,Neutral
1266,BTX,ORX,2022-09-11,No snacks were served.,Neutral
1992,SFX,LAX,2022-09-10,"No, but the food on my flight to London was amazing!.",Neutral
1454,EWX,LAX,2022-09-11,Vegetarian lunch/Pasta was very bad. You may consider other options or better chefs.,Neutral
1454,EWX,LAX,2022-09-11,There was no juice selection. Really?!. Not even a snack?!.,Neutral
1972,SFX,SLX,2022-09-11,I was in first class. I was napping when the snacks were distributed. I was not offered a makeup snack when I woke up. Also it seems like this flight was long enough for something other than a snack.,Neutral
2497,IAX,MCX,2022-09-11,The meal was “ok”. I remember when United meals were tastier.,Negative
582,DEX,INX,2022-09-11,"I had not flown in several years and was surprised to find inflight meals had to be purchased. Why the change?. Also, to purchase anything on the plane the United app had to be used. Yes, convenient but perhaps not everyone has a smartphone.",Neutral
4559,EWX,ACX,2022-09-12,There was no service on this flight. Too short.,Neutral
2283,SAX,IAX,2022-09-12,Wine was sub par for the usual basic red wine served.,Neutral
1169,SFX,YYX,2022-09-12,Beverages were served a little late.,Neutral
1561,SJX,EWX,2022-09-12,Offer more frequently.,Neutral
2298,EWX,LAX,2022-09-12,No.,Neutral
5354,IAX,SAX,2022-09-12,Prices.,Neutral
352,DCX,SFX,2022-09-11,I had my own water and snacks.,Neutral
349,OGX,ORX,2022-09-12,It was exceptional.,Neutral
243,PDX,SFX,2022-09-11,Request for vegan food to UAL was ign.,Neutral
2216,EWX,LAX,2022-09-12,There were no Swoopwaffles offered. Snacks were extremely limited and very small.,Neutral
1610,DFX,IAX,2022-09-13,Breakfast amount was precarious. Dinner excellent.,Neutral
956,TLX,SFX,2022-09-13,I really appreciate the effort made to provide a tasty gluten-free meal.,Neutral
991,SFX,CDX,2022-09-13,"The dessert was a custard tart and it was incredible!. Like someone french had prepared it [dessert]!!!. HOWEVER.. the BREAKFAST WAS HORRIBLE. It was the eggs with sausages that had hard inedible things in it. so I stopped eating after 2 bites of the sausage. And there was some bready thing on the plate with a tomatoey concoction on top of it... disgusting actually. The teeny croissant was worse than any croissant could be. So, in contrast to the chicken with the incredibly tasty sauce, the breakfast was abhorrent. Too bad, because I had no opportunity to eat after breakfast for quite some time.",Neutral
991,SFX,CDX,2022-09-13,The taste could be improved.,Neutral
792,BZX,ORX,2022-09-13,Please provide gluten free options.,Neutral
3437,EWX,AVX,2022-09-13,no.,Neutral
1599,PWX,ORX,2022-09-13,Everything was just right!.,Neutral
666,STX,EWX,2022-09-13,Should have better quality of food...,Neutral
1780,ORX,MDX,2022-09-12,"a small bag of pretzels would have been appreciated, especially since I sat in row 7 and first class got all the snacks they wanted and were offered several times.",Neutral
3440,EWX,EYX,2022-09-11,Top notch service.,Neutral
3473,IAX,INX,2022-09-13,Would be great if the service included a small snack offering even if it is just a cracker or cookie.,Neutral
5603,ORX,ICX,2022-09-14,I was given a caramel waffle as a snack. It was tasty!.,Neutral
1729,SFX,CLX,2022-09-13,White wine was nasty. Not very good. Fruit place was supposed to have a chocolate candy but did not. Pictured showed it with candy.,Neutral
1729,SFX,CLX,2022-09-13,I like the addition of the AHA sparkling water.,Neutral
1997,ORX,ATX,2022-09-14,It would have been nice to have a small snack. Such as pretzels.,Neutral
952,BRX,IAX,2022-09-14,"The “pre-arrival snack” in business class was awesome!. Cheeseburger, fruit, and a brownie. Simple and tasty!. We do not need quinoa or couscous…. just real/normal food like this. Very nice.",Neutral
6177,QRX,IAX,2022-09-13,"Yes like a Premier 1K, the flight attendents did not offer me mi complementary food and beverage.",Neutral
2128,DEX,ATX,2022-09-14,N/A.,Neutral
582,DEX,INX,2022-09-14,Should be able to get at least two varieties.,Neutral
1511,IAX,PHX,2022-09-12,It was a bit confusing about ordering in the flight vs online beforehand.,Neutral
1631,SEX,DEX,2022-09-15,"Yes, enjoyed the pre-flight drink of mimosa.",Neutral
475,MEX,ORX,2022-09-14,No.,Neutral
1288,SFX,BOX,2022-09-13,All good.,Neutral
3573,EWX,YYX,2022-09-15,They did not offer any beverages. there was no turbulence. Awful as we had been delayed over an hour.,Neutral
21,IAX,AMX,2022-09-15,Bad food.,Neutral
1237,EWX,PHX,2022-09-15,I had asked for pretzels or a snack. the flight attendant told only certain things are available for purchase and walked away.,Neutral
2643,ORX,EWX,2022-09-15,Flight attendant asked me if I wanted another when she saw I was empty. That is service!!.,Neutral
1759,DEX,KOX,2022-09-16,I really wish Mai Tai's were boarded for flights to Hawaii. That used to be a great part of the experience. Wish there were more options geared towards providing a Hawaiian style experience.,Neutral
1759,DEX,KOX,2022-09-16,"I tried to select my meal online, 5 days before the flight and just 30 minutes after I received the email notice about advance selection. It said that everything other than the vegetarian option were no longer available. That makes no sense at all. So as a business class flyer, I had to buy a sandwich at the airport to carry aboard. That just am not right.",Neutral
45,SFX,ZRX,2022-09-16,"Often, there was no choice to pick from for the passengers seated in the back seats of the plane.",Neutral
3875,ORX,DAX,2022-09-15,Only offered water.,Neutral
1220,LAX,OGX,2022-09-15,I like the flavored seltzer water choices.,Neutral
2,SFX,SIX,2022-09-16,Need more food on UA 1 & UA 2 flights… two meals and one snack is highly inadequate for a 15hr+ flight.,Neutral
1420,CLX,FLX,2022-09-16,Breakfast was offered on the 8:00 AM flight and both choices offered were great.,Neutral
1420,CLX,FLX,2022-09-16,NO.,Neutral
1567,IAX,MEX,2022-09-16,quality could be better of the meal.,Neutral
220,ORX,HNX,2022-09-17,Should have better food service for such a long flight.,Neutral
220,ORX,HNX,2022-09-17,Tasted great. Best airline food I have had in a long time.,Neutral
202,HNX,GUX,2022-09-17,Our meal was not that great. Too cold.,Neutral
202,HNX,GUX,2022-09-17,The tomato did not look good.,Neutral
1839,MEX,IAX,2022-09-17,Todo bien.,Neutral
942,LHX,EWX,2022-09-17,No.,Neutral
1661,IAX,SAX,2022-09-17,"The tea is brewed in pots that have previously been used for coffee and you can clearly taste it - in a word, gross.",Neutral
384,HNX,DEX,2022-09-17,"They served the meal right away, so we could sleep (it was a redeye flight).",Neutral
2486,ORX,DEX,2022-09-16,please bring back tito's vodka and illy coffee... the coffee is horrible now and the vodka cheap !!. you can do better !. thank you.,Neutral
2675,EWX,LAX,2022-09-17,Same snacks all the time. I flew May July August and Sept and same snacks.,Neutral
2675,EWX,LAX,2022-09-17,"I would think on a long flight of 5 hours or more, United would provide a FREE meal. We flew from Venice to Newark on United and received a FREE dinner and FREE sandwich & snack. So, why on our flight from Newark to Los Angles, we only got a wafer?.",Neutral
4673,DEX,CPX,2022-09-17,No food or beverage service. It would be nice to be offered little water bottles at least.,Neutral
3527,BDX,ORX,2022-09-15,"WiFi was not letting anyone use CC on file. Forced to use miles, which I would rather not have done.",Neutral
1935,LAX,DEX,2022-09-17,N/A.,Neutral
1666,SFX,BOX,2022-09-17,The purchase option especially for vegetarians like me is almost non-existent.,Neutral
1421,FLX,IAX,2022-09-17,"the food choice was limited to chicken and vegi meatballs, so not really a choice. The chicken dish was ok, however, it was a repeat dish from my flight earlier in the week, so sad to have the same meal again. Fruit was ok, but would have preferred a salad. Dessert was the warm cookie/muffin thing, while it tasted good, also very small.",Neutral
991,SFX,CDX,2022-09-17,"Hot chocolate and other brands of beer, only one was available that was a light beer. I wish I could have more food on board.",Neutral
5148,CNX,DEX,2022-09-14,None provided.,Neutral
422,IAX,SAX,2022-09-18,Who no beverages served before take off?.,Neutral
423,DEX,BOX,2022-09-18,No.,Neutral
58,EWX,CDX,2022-09-18,I enjoyed the complimentary Stella beer.,Neutral
2385,LAX,IAX,2022-09-18,All was great.,Neutral
1464,IAX,BOX,2022-09-18,"On my business class flight to boston, i did not receive a snack, even though I requested one.",Neutral
2290,ORX,PDX,2022-09-18,Please change your offerings more often. I have not flown in 6 months and still the options were the same.,Neutral
3515,PWX,EWX,2022-09-17,Flight was not long enough.,Neutral
116,SFX,PPX,2022-09-18,I was surprised that on a long haul business class product there was no wine list printed on the menu. It really enhances the experience when you provide a description of tasting notes and origin and wineries the wine comes from. It is not helpful when you ask a flight attendant about the wines onboard and they know nothing about them. All they know is “red or white?”. And when you ask about a white option all the can say is “I think one is a Chardonnay and one is a Sauvignon”.,Neutral
4910,HSX,IAX,2022-09-16,None consumed. No problem.,Neutral
880,LHX,IAX,2022-09-20,"The tea is always too strong, dark color, not fresh.",Neutral
880,LHX,IAX,2022-09-20,It would be good to have more availability of choices. my first choice of entree was not available for some reason.,Neutral
682,ABX,SFX,2022-09-19,Flight attendants were spot on!. Fantastic service!.,Neutral
4879,LNX,DEX,2022-09-20,Ok.,Neutral
2359,IAX,SAX,2022-09-20,Great breakfast considering the other choices.,Neutral
58,EWX,CDX,2022-09-19,"Instead of offering water or champagne prior to flight, I would prefer beer.",Neutral
397,HNX,SFX,2022-09-19,Food choices in business class was not optimal. Frankly my wife nor I really enjoyed the meal.,Neutral
397,HNX,SFX,2022-09-19,It is a short flight...cookies work fine.,Neutral
122,BCX,EWX,2022-09-19,On such a long flight I would think another round of beverages would be appropriate.,Neutral
1252,IAX,SAX,2022-09-18,more vegan snack options.,Neutral
929,LHX,ORX,2022-09-19,There was no hot food available on our flight. I did not not find out until we had boarded. The food was inedible. was not enough quantity in comparison to a hot meal. The offering of drinks is great. The white wine is terrible.,Neutral
1437,ORX,IAX,2022-09-19,Would suggest more options.,Neutral
4768,DEX,TUX,2022-09-21,It would be nice if you would have some peanuts or pretzels or Biscotti.,Neutral
484,DEX,CIX,2022-09-21,"There were no complimentary snacks offered on this flight. Usually at least cookies or pretzels would be provided. Only snacks for sale. Regarding beverages, on both American and Delta, passengers in Comfort Plus are provided with complimentary alcoholic beverages - this would be a nice change for United and would make it on par with the other 2 major carriers.",Neutral
1764,SFX,AUX,2022-09-21,"""Impossible meatballs"" option is actually one of the best I have had on the short haul (USA internal) flights in recent years.",Neutral
